Suburb,Rooms,Type,Price,Method,SellerG,Distance,Bedroom2,Bathroom,Car,Landsize,BuildingArea,CouncilArea,Regionname,Propertycount
Toorak,4,h,4111000,S,RT,4.1,4,3,2,430,,Stonnington City Council,Southern Metropolitan,7217
Toorak,3,u,841000,S,Jellis,4.1,,,,,,Stonnington City Council,Southern Metropolitan,7217
Toorak,2,u,867000,S,hockingstuart,4.1,,,,,,Stonnington City Council,Southern Metropolitan,7217
Tullamarine,2,u,360000,PI,Jason,12.9,,,,,,Brimbank City Council,Western Metropolitan,3296
Tullamarine,3,h,700500,S,Jason,12.9,3,2,5,573,,Brimbank City Council,Western Metropolitan,3296
Vermont,4,h,1160000,VB,Barry,17.2,4,2,3,654,270,Maroondah City Council,Eastern Metropolitan,4181
Vermont,3,h,903000,S,Fletchers,17.2,3,1,4,711,152,Maroondah City Council,Eastern Metropolitan,4181
Vermont,4,h,1595000,S,Harcourts,17.2,4,2,2,616,289,Maroondah City Council,Eastern Metropolitan,4181
Vermont South,4,h,1088000,S,Ray,17.2,4,2,2,661,,Whitehorse City Council,Eastern Metropolitan,4280
Viewbank,3,h,1060000,S,Miles,8.9,3,1,2,569,,Banyule City Council,Eastern Metropolitan,2698
Wantirna,3,h,812000,S,hockingstuart,14.7,3,2,2,560,129,Knox City Council,Eastern Metropolitan,5424
Wantirna South,3,h,940000,S,Ray,14.7,3,1,2,825,,Knox City Council,Eastern Metropolitan,7082
Wantirna South,4,h,1050000,SP,Barry,14.7,4,2,2,,175,Knox City Council,Eastern Metropolitan,7082
Watsonia,3,h,,VB,Darren,14.5,3,2,2,579,139,Banyule City Council,Northern Metropolitan,2329
Watsonia,3,h,850000,VB,Darren,14.5,3,1,0,602,90,Banyule City Council,Northern Metropolitan,2329
Werribee,3,h,570000,S,hockingstuart,14.7,3,2,3,,148,Wyndham City Council,Western Metropolitan,16166
Werribee,4,h,,SP,Ray,14.7,4,2,2,324,250,Wyndham City Council,Western Metropolitan,16166
Werribee,4,h,620000,SP,Barry,14.7,4,2,2,630,235,Wyndham City Council,Western Metropolitan,16166
Werribee,3,h,480000,S,Greg,14.7,3,2,1,,130,Wyndham City Council,Western Metropolitan,16166
Werribee,3,h,500000,SP,YPA,14.7,3,1,2,675,,Wyndham City Council,Western Metropolitan,16166
Werribee,3,h,525000,S,PRDNationwide,14.7,,,,,,Wyndham City Council,Western Metropolitan,16166
Werribee,3,h,627500,S,Barry,14.7,3,3,2,726,207,Wyndham City Council,Western Metropolitan,16166
Werribee,4,h,880000,S,Ray,14.7,3,2,2,843,229,Wyndham City Council,Western Metropolitan,16166
Werribee,4,h,460000,S,Barry,14.7,4,2,2,,602,Wyndham City Council,Western Metropolitan,16166
West Footscray,2,u,355000,S,Sweeney,6.4,,,,,,Maribyrnong City Council,Western Metropolitan,5058
West Footscray,3,h,1062000,S,Jas,6.4,3,1,2,,,Maribyrnong City Council,Western Metropolitan,5058
West Footscray,3,h,870000,PI,Burnham,6.4,3,1,1,463,,Maribyrnong City Council,Western Metropolitan,5058
West Footscray,3,h,940000,VB,hockingstuart,6.4,3,1,2,386,,Maribyrnong City Council,Western Metropolitan,5058
West Footscray,3,h,930000,PI,Jas,6.4,3,1,1,347,,Maribyrnong City Council,Western Metropolitan,5058
West Footscray,3,h,857500,S,Sweeney,6.4,3,1,3,417,115,Maribyrnong City Council,Western Metropolitan,5058
Westmeadows,4,h,610000,S,YPA,16.5,4,2,2,546,,Hume City Council,Northern Metropolitan,2474
Wheelers Hill,4,h,1370000,S,hockingstuart,16.7,4,2,2,813,,Monash City Council,South-Eastern Metropolitan,7392
Wheelers Hill,4,h,1130000,S,Barry,16.7,4,2,2,650,,Monash City Council,South-Eastern Metropolitan,7392
Whittlesea,3,h,410000,S,Mason,35.5,,,,,,Whittlesea City Council,Northern Victoria,2170
Whittlesea,4,h,505000,S,HAR,35.5,4,2,2,,,Whittlesea City Council,Northern Victoria,2170
Williamstown,5,h,1630000,SP,Williams,6.8,5,3,2,,287,Hobsons Bay City Council,Western Metropolitan,6380
Williamstown,3,h,,S,Greg,6.8,3,2,2,374,107,Hobsons Bay City Council,Western Metropolitan,6380
Williamstown,3,h,,SP,Compton,6.8,3,2,2,400,138,Hobsons Bay City Council,Western Metropolitan,6380
Williamstown,3,h,1525000,PI,Sweeney,6.8,3,1,4,,237,Hobsons Bay City Council,Western Metropolitan,6380
Williamstown,3,h,1285000,S,Sweeney,6.8,3,1,0,285,121,Hobsons Bay City Council,Western Metropolitan,6380
Williamstown,3,h,2065000,S,Greg,6.8,3,1,2,412,136,Hobsons Bay City Council,Western Metropolitan,6380
Williamstown North,5,h,1615000,S,Williams,6.8,5,2,2,466,203,Hobsons Bay City Council,Western Metropolitan,802
Windsor,4,u,1610000,S,Buxton,4.6,,,,,,Port Phillip City Council,Southern Metropolitan,4380
Windsor,2,u,610000,S,Beller,4.6,,,,,,Port Phillip City Council,Southern Metropolitan,4380
Wollert,4,h,,PI,HAR,25.5,4,2,2,,,Whittlesea City Council,Northern Metropolitan,2940
Wollert,4,h,609000,S,HAR,25.5,4,2,2,350,0,Whittlesea City Council,Northern Metropolitan,2940
Wollert,4,u,,PI,HAR,25.5,4,2,2,,203,Whittlesea City Council,Northern Metropolitan,2940
Wollert,4,h,,SP,Love,25.5,4,2,2,445,200,Whittlesea City Council,Northern Metropolitan,2940
Wollert,3,h,780000,S,Iconek,25.5,3,2,3,660,206,Whittlesea City Council,Northern Metropolitan,2940
Wollert,3,h,540000,PI,Iconek,25.5,3,2,2,383,148,Whittlesea City Council,Northern Metropolitan,2940
Wollert,3,t,391000,S,Ray,25.5,3,2,1,,,Whittlesea City Council,Northern Metropolitan,2940
Wollert,3,h,581000,S,Iconek,25.5,3,2,2,,,Whittlesea City Council,Northern Metropolitan,2940
Wollert,4,h,615000,S,HAR,25.5,4,2,2,411,187,Whittlesea City Council,Northern Metropolitan,2940
Wyndham Vale,4,h,632000,S,YPA,27.2,4,2,2,700,219,Wyndham City Council,Western Metropolitan,5262
Wyndham Vale,3,h,,PI,Benlor,27.2,3,2,2,384,144,Wyndham City Council,Western Metropolitan,5262
Wyndham Vale,3,h,425000,S,YPA,27.2,3,1,,567,132,Wyndham City Council,Western Metropolitan,5262
Wyndham Vale,3,h,400000,S,hockingstuart,27.2,,,,,,Wyndham City Council,Western Metropolitan,5262
Wyndham Vale,3,h,420000,VB,hockingstuart,27.2,3,1,,,126,Wyndham City Council,Western Metropolitan,5262
Wyndham Vale,3,h,415000,S,LJ,27.2,3,1,2,613,92,Wyndham City Council,Western Metropolitan,5262
Wyndham Vale,3,h,600000,SP,hockingstuart,27.2,3,2,2,810,174,Wyndham City Council,Western Metropolitan,5262
Yarraville,3,h,1160000,SP,Jas,6.3,3,1,1,,106,Maribyrnong City Council,Western Metropolitan,6543
Yarraville,2,h,870000,PI,Sweeney,6.3,2,1,2,,,Maribyrnong City Council,Western Metropolitan,6543
Alphington,2,h,765000,S,Nelson,5.7,,,,,,Darebin City Council,Northern Metropolitan,2211
Ardeer,3,h,630000,SP,Barry,12.8,3,1,1,,118,Brimbank City Council,Western Metropolitan,1281
Ashwood,2,h,,S,Buxton,10.2,2,1,1,651,,Monash City Council,Southern Metropolitan,2894
Aspendale Gardens,4,h,1000000,PI,Ray,21.5,4,2,2,,,Kingston City Council,South-Eastern Metropolitan,2243
Attwood,4,h,578000,S,Stockdale,16.5,4,2,2,,137,Hume City Council,Northern Metropolitan,1130
Avondale Heights,3,h,730000,S,Moonee,9.5,3,1,2,409,132,Moonee Valley City Council,Western Metropolitan,4502
Bentleigh East,2,h,,S,Buxton,13.8,2,1,2,,,Glen Eira City Council,Southern Metropolitan,10969
Berwick,4,h,,PI,Barry,35.2,4,2,2,1008,,Casey City Council,Eastern Victoria,17093
Blackburn South,5,h,1225000,VB,Fletchers,13.4,5,3,1,554,,Whitehorse City Council,Eastern Metropolitan,4387
Boronia,4,h,780000,S,Noel,25,4,2,2,,,Knox City Council,Eastern Metropolitan,9704
Bundoora,4,h,830000,S,Barry,12.1,4,2,2,596,164,Banyule City Council,Northern Metropolitan,10175
Bundoora,2,u,536000,S,Ray,12.1,2,1,2,,,Banyule City Council,Northern Metropolitan,10175
Burwood,3,h,,PN,LLC,10.4,,,,,,Monash City Council,Southern Metropolitan,5678
Burwood East,3,u,825000,S,McGrath,14.7,,,,,,Whitehorse City Council,Eastern Metropolitan,4048
Caroline Springs,5,h,680000,VB,Barry,14.8,5,3,2,,217,Melton City Council,Western Metropolitan,7719
Caroline Springs,3,h,450000,S,Prof.,14.8,3,2,2,154,135,Melton City Council,Western Metropolitan,7719
Cheltenham,3,t,925000,S,O'Brien,17.9,,,,,,Bayside City Council,Southern Metropolitan,9758
Cheltenham,4,h,1410000,SP,Buxton,17.9,4,2,3,536,,Bayside City Council,Southern Metropolitan,9758
Cheltenham,4,h,1280000,S,O'Brien,17.9,4,2,2,717,,Bayside City Council,Southern Metropolitan,9758
Clayton South,3,h,770000,S,Harcourts,17.5,3,1,2,530,160,Kingston City Council,South-Eastern Metropolitan,4734
Craigieburn,4,h,695000,S,Barry,20.6,4,2,2,,,Hume City Council,Northern Metropolitan,15510
Craigieburn,3,h,560000,SP,LJ,20.6,3,2,2,400,170,Hume City Council,Northern Metropolitan,15510
Craigieburn,3,h,360000,S,Stockdale,20.6,,,,,,Hume City Council,Northern Metropolitan,15510
Craigieburn,4,h,511500,S,Raine,20.6,4,1,2,666,125,Hume City Council,Northern Metropolitan,15510
Craigieburn,4,h,710500,S,Ray,20.6,4,2,2,,243,Hume City Council,Northern Metropolitan,15510
Croydon,4,h,,PI,Philip,23,4,2,2,1062,220,Maroondah City Council,Eastern Metropolitan,11925
Croydon,3,h,,S,Fletchers,23,3,2,2,467,130,Maroondah City Council,Eastern Metropolitan,11925
Croydon,4,h,1060000,SP,McGrath,23,4,2,2,540,257,Maroondah City Council,Eastern Metropolitan,11925
Croydon,3,h,845000,S,McGrath,23,3,2,2,969,,Maroondah City Council,Eastern Metropolitan,11925
Dandenong,3,h,,PI,Hall,24.7,3,1,2,,,Greater Dandenong City Council,South-Eastern Metropolitan,10894
Deer Park,3,h,,PI,RW,14.8,3,2,2,,146,Brimbank City Council,Western Metropolitan,6388
Deer Park,3,h,490000,PI,FN,14.8,3,1,4,533,,Brimbank City Council,Western Metropolitan,6388
Doreen,4,h,,SP,HAR,25.9,4,2,4,700,290,Nillumbik Shire Council,Northern Victoria,7254
Doreen,3,h,477000,SP,HAR,25.9,3,2,2,151,134,Nillumbik Shire Council,Northern Victoria,7254
Doveton,2,h,,PN,REMAX,28.8,2,1,2,588,83,Casey City Council,South-Eastern Metropolitan,3533
Eltham,3,h,875000,SP,Buckingham,18,3,1,2,,,Banyule City Council,Eastern Metropolitan,6990
Emerald,1,h,462000,S,Eview,36.9,1,1,0,1034,42,Cardinia Shire Council,Eastern Victoria,2259
Epping,3,h,,PI,Stockdale,19.6,3,2,2,400,,Whittlesea City Council,Northern Metropolitan,10926
Fawkner,3,h,876000,S,Brad,13.1,3,1,1,656,,Hume City Council,Northern Metropolitan,5070
Ferntree Gully,4,h,845000,S,Schroeder,24.8,4,2,2,739,,Knox City Council,Eastern Metropolitan,10788
Ferntree Gully,2,u,597000,S,Noel,24.8,,,,,,Knox City Council,Eastern Metropolitan,10788
Ferny Creek,3,h,690000,S,FN,29.5,3,1,2,,,Yarra Ranges Shire Council,Eastern Victoria,604
Footscray,2,h,800000,PI,hockingstuart/Sweeney,5.1,2,1,1,252,,Maribyrnong City Council,Western Metropolitan,7570
Forest Hill,3,h,880000,S,Ray,15.4,3,1,3,587,,Whitehorse City Council,Eastern Metropolitan,4385
Forest Hill,4,h,1120000,SP,Harcourts,15.4,4,2,2,497,18,Whitehorse City Council,Eastern Metropolitan,4385
Frankston,3,h,697250,S,Ash,38,3,1,1,613,114,Frankston City Council,South-Eastern Metropolitan,17055
Frankston,3,h,561000,S,O'Brien,38,3,1,2,608,103,Frankston City Council,South-Eastern Metropolitan,17055
Frankston,4,h,810000,PI,Aquire,38,4,3,2,718,,Frankston City Council,South-Eastern Metropolitan,17055
Frankston,5,h,580000,S,O'Brien,38,5,2,2,593,,Frankston City Council,South-Eastern Metropolitan,17055
Glen Waverley,3,h,1130000,PI,Harcourts,16.7,3,2,2,730,,Monash City Council,Eastern Metropolitan,15321
Glenroy,2,h,685000,S,Eview,11.2,2,1,1,362,97,Moreland City Council,Northern Metropolitan,8870
Glenroy,3,h,645000,S,RW,11.2,3,2,2,,340,Moreland City Council,Northern Metropolitan,8870
Greenvale,4,h,,PI,LJ,20.4,4,2,2,,,Hume City Council,Northern Metropolitan,4864
Hawthorn East,2,h,575000,S,Harcourts,6.2,,,,,,Boroondara City Council,Southern Metropolitan,6482
Heathmont,4,h,1175000,VB,Purplebricks,21.3,4,2,6,723,148,Maroondah City Council,Eastern Metropolitan,3794
Heidelberg Heights,3,h,865000,S,Ray,8.8,3,1,2,583,,Banyule City Council,Eastern Metropolitan,2947
Highett,3,h,,PI,Ray,16,,,,,,Bayside City Council,Southern Metropolitan,4794
Highett,3,h,1410000,S,Buxton,16,3,2,2,633,172,Bayside City Council,Southern Metropolitan,4794
Hoppers Crossing,5,h,,SN,Benlor,18.4,5,3,1,,231,Wyndham City Council,Western Metropolitan,13830
Hoppers Crossing,4,h,,PI,Gold,18.4,4,2,9,,180,Wyndham City Council,Western Metropolitan,13830
Hoppers Crossing,4,h,680000,S,Benlor,18.4,4,2,4,,,Wyndham City Council,Western Metropolitan,13830
Hoppers Crossing,3,h,,SP,Benlor,18.4,3,2,4,,,Wyndham City Council,Western Metropolitan,13830
Kensington,3,h,,SP,Rendina,3.4,3,1,,323,,Melbourne City Council,Northern Metropolitan,5263
Kingsbury,4,h,720000,S,Ray,12.1,4,2,1,510,,Darebin City Council,Northern Metropolitan,1414
Knoxfield,3,h,,SP,Hill,23.3,3,2,2,,,Knox City Council,Eastern Metropolitan,2949
Lilydale,3,h,650000,SP,Max,29.9,3,2,2,,125,Yarra Ranges Shire Council,Eastern Victoria,6732
Meadow Heights,7,h,786500,S,Raine,17.4,7,3,2,833,,Hume City Council,Northern Metropolitan,4704
Melbourne,1,u,445000,SP,Harcourts,0,,,,,,Melbourne City Council,Northern Metropolitan,17496
Melton,4,h,413000,S,hockingstuart,31.7,4,1,,587,,Melton City Council,Western Victoria,3600
Melton South,4,h,410000,S,hockingstuart,29.8,4,1,2,583,136,Melton City Council,Western Victoria,4718
Melton South,3,h,417500,S,hockingstuart,29.8,3,1,,594,114,Melton City Council,Western Victoria,4718
Melton South,3,h,,PI,PRDNationwide,29.8,3,2,0,675,,Melton City Council,Western Victoria,4718
Melton West,3,h,,PI,Ryder,31.7,3,2,2,,,Melton City Council,Northern Victoria,6065
Mentone,3,h,1120000,S,Thomson,20,3,2,2,277,176,Kingston City Council,South-Eastern Metropolitan,6162
Mentone,3,h,1462000,S,O'Brien,20,3,2,2,601,,Kingston City Council,South-Eastern Metropolitan,6162
Mernda,5,h,676000,S,Stockdale,25.9,5,2,2,448,,Whittlesea City Council,Northern Metropolitan,5812
Mill Park,3,h,592000,S,Ray,17.9,3,2,1,623,,Whittlesea City Council,Northern Metropolitan,10529
Mill Park,4,h,,PI,HAR,17.9,4,3,2,,265,Whittlesea City Council,Northern Metropolitan,10529
Mill Park,3,h,635000,S,HAR,17.9,3,2,2,,,Whittlesea City Council,Northern Metropolitan,10529
Moorabbin,3,h,,PI,Buxton,14.3,3,2,2,,,Kingston City Council,Southern Metropolitan,2555
Moorabbin,2,u,672000,S,O'Brien,14.3,2,1,1,,66,Kingston City Council,Southern Metropolitan,2555
Mulgrave,4,h,,SP,Biggin,18.8,4,3,2,,253,Monash City Council,South-Eastern Metropolitan,7113
Narre Warren,4,h,,PI,Barry,34.1,4,2,2,584,,Casey City Council,South-Eastern Metropolitan,9376
Newport,1,h,340000,SP,hockingstuart,6.2,1,1,1,,45,Hobsons Bay City Council,Western Metropolitan,5498
North Melbourne,2,t,880000,S,Rendina,1.8,2,1,1,,,Melbourne City Council,Northern Metropolitan,6821
Oakleigh,4,h,1455000,S,Buxton,12.3,4,2,2,550,209,Monash City Council,Southern Metropolitan,3224
Parkdale,4,h,1451000,S,O'Brien,21.5,4,3,2,,173,Kingston City Council,South-Eastern Metropolitan,5087
Point Cook,2,t,411000,S,LJ,14.7,,,,,,Wyndham City Council,Western Metropolitan,15542
Point Cook,4,h,,PN,FN,14.7,4,2,2,448,197,Wyndham City Council,Western Metropolitan,15542
Point Cook,3,h,587500,S,LJ,14.7,3,1,1,527,87,Wyndham City Council,Western Metropolitan,15542
Point Cook,3,h,750000,S,Point,14.7,,,,,,Wyndham City Council,Western Metropolitan,15542
Point Cook,3,h,675000,S,Reliance,14.7,,,,,,Wyndham City Council,Western Metropolitan,15542
Point Cook,4,h,692000,S,Reliance,14.7,4,2,2,,,Wyndham City Council,Western Metropolitan,15542
Preston,4,h,,PI,Ray,8.4,4,4,0,397,450,Darebin City Council,Northern Metropolitan,14577
Reservoir,2,u,525500,SP,Ray,12,,,,,,Darebin City Council,Northern Metropolitan,21650
Ringwood East,3,u,656000,S,Ray,21.3,,,,,,Maroondah City Council,Eastern Metropolitan,4407
Rowville,4,h,930000,S,Noel,23.5,4,2,2,664,220,Knox City Council,South-Eastern Metropolitan,11667
Roxburgh Park,3,h,525000,S,Raine,20.6,3,2,1,,,Hume City Council,Northern Metropolitan,5833
Sandringham,3,u,870000,VB,Buxton,15.2,,,,,,Bayside City Council,Southern Metropolitan,4497
Seaford,3,h,606000,S,O'Brien,35.4,3,1,2,613,,Frankston City Council,South-Eastern Metropolitan,8077
Seddon,2,h,807500,SP,Sweeney,5.1,2,1,2,328,77,Maribyrnong City Council,Western Metropolitan,2417
South Morang,4,h,670000,S,Ray,20.5,4,2,2,,187,Whittlesea City Council,Northern Metropolitan,7969
Southbank,3,u,801000,S,MICM,0.7,,,,,,Melbourne City Council,Southern Metropolitan,8400
Southbank,2,u,530000,S,MICM,0.7,,,,,,Melbourne City Council,Southern Metropolitan,8400
Springvale South,4,h,,PI,iSell,22.2,4,2,4,750,186,Greater Dandenong City Council,South-Eastern Metropolitan,4054
St Albans,3,h,675000,S,hockingstuart,14,3,1,2,,,Brimbank City Council,Western Metropolitan,14042
St Albans,2,u,400000,PI,People,14,,,,,,Brimbank City Council,Western Metropolitan,14042
Tarneit,2,h,,PN,Greg,18.4,2,2,1,212,,Wyndham City Council,Western Metropolitan,10160
Thornbury,2,t,830000,S,Nelson,7,,,,,,Darebin City Council,Northern Metropolitan,8870
Vermont South,5,h,,PI,Noel,17.2,5,3,2,613,400,Whitehorse City Council,Eastern Metropolitan,4280
Werribee,3,u,437500,S,hockingstuart,14.7,,,,,,Wyndham City Council,Western Metropolitan,16166
Werribee,3,h,900000,SA,Barry,14.7,3,2,4,,,Wyndham City Council,Western Metropolitan,16166
Werribee,2,h,,PN,FN,14.7,2,1,1,539,119,Wyndham City Council,Western Metropolitan,16166
Werribee,3,h,,SP,Benlor,14.7,3,1,2,600,106,Wyndham City Council,Western Metropolitan,16166
West Footscray,2,t,623000,S,hockingstuart,6.4,2,1,1,,,Maribyrnong City Council,Western Metropolitan,5058
Yarraville,2,h,755000,S,hockingstuart/Biggin,6.3,2,1,2,303,82,Maribyrnong City Council,Western Metropolitan,6543
Yarraville,3,h,,SP,Biggin,6.3,3,1,2,209,100,Maribyrnong City Council,Western Metropolitan,6543
Abbotsford,1,u,420000,VB,Biggin,3,,,,,,Yarra City Council,Northern Metropolitan,4019
Aberfeldie,4,h,1710000,PI,Jellis,7.5,4,2,3,,161,Moonee Valley City Council,Western Metropolitan,1543
Airport West,3,h,693000,S,Nelson,10.4,3,1,1,,,Moonee Valley City Council,Western Metropolitan,3464
Albert Park,2,u,780000,VB,Greg,3,,,,,,Port Phillip City Council,Southern Metropolitan,3280
Albion,3,h,812000,S,RW,10.5,3,1,3,,129,Brimbank City Council,Western Metropolitan,2185
Altona,3,h,970000,S,Williams,11,3,2,2,534,145,Hobsons Bay City Council,Western Metropolitan,5301
Altona Meadows,4,h,840000,SP,Sweeney,15.5,4,2,4,,,Hobsons Bay City Council,Western Metropolitan,7630
Altona Meadows,3,h,808000,S,hockingstuart,15.5,3,2,4,,149,Hobsons Bay City Council,Western Metropolitan,7630
Altona Meadows,2,h,545000,S,Barry,15.5,2,1,2,,,Hobsons Bay City Council,Western Metropolitan,7630
Altona North,3,h,870000,S,hockingstuart,9.4,3,1,2,534,,Hobsons Bay City Council,Western Metropolitan,5132
Altona North,3,t,671000,S,Village,9.4,,,,,,Hobsons Bay City Council,Western Metropolitan,5132
Ardeer,3,h,726500,S,Barry,12.8,3,2,1,690,,Brimbank City Council,Western Metropolitan,1281
Ardeer,3,h,495000,PI,Nguyen,12.8,3,3,2,,,Brimbank City Council,Western Metropolitan,1281
Armadale,2,u,490000,S,Woodards,6.3,,,,,,Stonnington City Council,Southern Metropolitan,4836
Ascot Vale,3,t,950000,S,Nelson,4.3,3,2,2,184,,Moonee Valley City Council,Western Metropolitan,6567
Ascot Vale,3,u,520000,VB,Nelson,4.3,,,,,,Moonee Valley City Council,Western Metropolitan,6567
Ascot Vale,4,t,1075000,S,Nelson,4.3,,,,,,Moonee Valley City Council,Western Metropolitan,6567
Ascot Vale,2,t,640000,VB,Nelson,4.3,,,,,,Moonee Valley City Council,Western Metropolitan,6567
Ashburton,5,h,1950000,S,Fletchers,10.2,5,3,,743,188,Boroondara City Council,Southern Metropolitan,3052
Balaclava,1,u,349000,S,Marshall,6.4,,,,,,Port Phillip City Council,Southern Metropolitan,2952
Balwyn,3,u,1150000,VB,Jellis,7.9,3,1,2,,,Boroondara City Council,Southern Metropolitan,5682
Balwyn North,2,u,745000,S,Purplebricks,9.7,,,,,,Boroondara City Council,Southern Metropolitan,7809
Balwyn North,3,h,,S,Nelson,9.7,3,1,3,,127,Boroondara City Council,Southern Metropolitan,7809
Balwyn North,2,h,1800000,VB,Fletchers,9.7,2,1,1,923,,Boroondara City Council,Southern Metropolitan,7809
Bayswater,3,h,813000,S,Barry,23.2,3,2,,725,,Knox City Council,Eastern Metropolitan,5030
Bayswater North,2,u,526000,S,McGrath,23.2,,,,,,Maroondah City Council,Eastern Metropolitan,3598
Beaumaris,3,h,1291000,S,Buxton,17.3,3,2,2,567,,Bayside City Council,Southern Metropolitan,5366
Beaumaris,2,u,766000,S,Barry,17.3,,,,,,Bayside City Council,Southern Metropolitan,5366
Beaumaris,5,h,,S,RT,17.3,5,3,2,650,389,Bayside City Council,Southern Metropolitan,5366
Bentleigh,1,u,410000,SP,Buxton,11.4,,,,,,Glen Eira City Council,Southern Metropolitan,6795
Bentleigh,2,h,1400000,S,Buxton,11.4,2,1,1,713,,Glen Eira City Council,Southern Metropolitan,6795
Bentleigh East,2,h,700000,VB,Buxton,13.8,2,1,1,640,89,Glen Eira City Council,Southern Metropolitan,10969
Bentleigh East,4,h,1751000,S,Buxton,13.8,4,2,2,591,180,Glen Eira City Council,Southern Metropolitan,10969
Bentleigh East,4,t,971000,S,Buxton,13.8,,,,,,Glen Eira City Council,Southern Metropolitan,10969
Bentleigh East,3,h,1200000,VB,Buxton,13.8,3,2,1,,126,Glen Eira City Council,Southern Metropolitan,10969
